1308539|Airtel|42503|SMS-MT|0|0|0|1425842|42504
1407361|Airtel|42503|MTC|163|0|0|1869695|42503
1101750|Airtel|42503|MOC|174|0|0|1213023|42501
1982474|012|42504|GPRS|0|362|0||42502
1709334|012|42504|MTC|294|0|0|1159377|42504
1287291|Partner|42501|SMS-MO|0|0|0|1220247|42504
1328607|Jio|42502|GPRS|0|137|0||42503
1768118|Airtel|42503|SMS-MT|0|0|0|1063600|42503
1125414|Jio|42502|MTC|202|0|0|1009708|42501
1295209|Jio|42502|MOC|243|0|0|1830371|42503
1338765|Partner|42501|MOC|322|0|0|1583545|42502
1717383|Cellcom|42500|SMS-MO|0|0|0|1700286|42503
1569903|012|42504|MTC|224|0|0|1015830|42504
1615207|Jio|42502|MOC|295|0|0|1936975|42500
1102236|Cellcom|42500|MTC|161|0|0|1551745|42504
1624567|012|42504|SMS-MT|0|0|0|1830056|42500
1700224|Cellcom|42500|MTC|281|0|0|1628382|42503
1957582|Cellcom|42500|SMS-MT|0|0|0|1970243|42500
1704424|Cellcom|42500|MOC|308|0|0|1833476|42500
1352968|012|42504|GPRS|0|352|0||42501
1861770|Cellcom|42500|SMS-MO|0|0|0|1684195|42504
1561481|Partner|42501|MTC|108|0|0|1094414|42502
1304001|Cellcom|42500|MOC|346|0|0|1589656|42503
1801205|Cellcom|42500|SMS-MO|0|0|0|1910718|42500
1151176|Airtel|42503|GPRS|0|314|0||42500
1213139|012|42504|MOC|84|0|0|1427535|42502
1012463|Jio|42502|SMS-MT|0|0|0|1365206|42501
1872607|Partner|42501|GPRS|0|0|24||42501
1318889|Partner|42501|MTC|369|0|0|1797125|42504
1542823|012|42504|GPRS|0|0|243||42500
1836550|Cellcom|42500|MTC|75|0|0|1532227|42501
1183271|Airtel|42503|GPRS|0|0|202||42503
1494682|Jio|42502|SMS-MT|0|0|0|1854522|42503
1246770|Cellcom|42500|MOC|343|0|0|1312925|42504
1912974|Cellcom|42500|SMS-MT|0|0|0|1456116|42504
1343140|Partner|42501|SMS-MO|0|0|0|1597494|42503
1011928|Airtel|42503|SMS-MT|0|0|0|1143183|42501
1616051|Cellcom|42500|SMS-MT|0|0|0|1829896|42501
1650683|Cellcom|42500|SMS-MT|0|0|0|1447218|42501
1518430|Partner|42501|MTC|96|0|0|1417424|42504
1128067|Partner|42501|MTC|360|0|0|1473305|42501
1945263|Cellcom|42500|GPRS|0|0|23||42502
1734105|Partner|42501|MTC|268|0|0|1304459|42500
1672726|Partner|42501|MOC|321|0|0|1170451|42500
1194997|Partner|42501|MOC|207|0|0|1983053|42504
1010108|Airtel|42503|MTC|60|0|0|1500270|42500
1126703|Jio|42502|GPRS|0|186|0||42503
1371047|Jio|42502|MOC|299|0|0|1875180|42501
1018424|Cellcom|42500|SMS-MO|0|0|0|1733834|42503
1051837|Cellcom|42500|MTC|266|0|0|1449991|42502
1397025|012|42504|GPRS|0|57|0||42503
1765397|Cellcom|42500|SMS-MT|0|0|0|1196829|42500
1388459|Airtel|42503|MTC|110|0|0|1619053|42500
1099307|Cellcom|42500|MTC|357|0|0|1432331|42500
1032808|Jio|42502|MTC|348|0|0|1004880|42504
1147861|Partner|42501|MOC|322|0|0|1949804|42501
1240142|Cellcom|42500|MOC|265|0|0|1844792|42500
1432491|Airtel|42503|MOC|97|0|0|1700874|42502
1568011|012|42504|MTC|276|0|0|1850403|42502
1289479|Airtel|42503|GPRS|0|242|0||42503
1439803|Jio|42502|SMS-MO|0|0|0|1216926|42500
1218160|Jio|42502|SMS-MO|0|0|0|1695318|42500
1241048|Airtel|42503|MOC|110|0|0|1869711|42504
1505587|Partner|42501|GPRS|0|192|0||42504
1932453|012|42504|MTC|348|0|0|1090881|42502
1780654|Airtel|42503|GPRS|0|370|0||42500
1899997|Jio|42502|SMS-MT|0|0|0|1348045|42504
1802608|Cellcom|42500|SMS-MO|0|0|0|1673264|42503
1807181|Jio|42502|GPRS|0|397|0||42500
1072725|Cellcom|42500|MTC|195|0|0|1261499|42504
1405937|Airtel|42503|MOC|123|0|0|1558683|42501
1329488|Airtel|42503|MTC|252|0|0|1029477|42500
1720492|Cellcom|42500|SMS-MO|0|0|0|1603660|42503
1865830|Jio|42502|GPRS|0|175|0||42503
1178914|Jio|42502|GPRS|0|107|0||42501
1265484|Airtel|42503|MTC|132|0|0|1861300|42500
1055432|Airtel|42503|GPRS|0|232|0||42500
1337517|012|42504|MTC|279|0|0|1796826|42500
1167499|012|42504|MOC|136|0|0|1061492|42500
1795348|012|42504|GPRS|0|0|328||42502
1734257|Jio|42502|MOC|78|0|0|1013989|42501
1517911|Partner|42501|SMS-MO|0|0|0|1906048|42502
1482220|Partner|42501|MTC|164|0|0|1579020|42500
1125664|012|42504|MTC|190|0|0|1339493|42503
1650788|012|42504|MOC|194|0|0|1809484|42503
1244591|Jio|42502|SMS-MO|0|0|0|1339203|42502
1840469|Jio|42502|GPRS|0|88|0||42503
1292686|Jio|42502|MTC|129|0|0|1427127|42502
1292537|Cellcom|42500|MOC|371|0|0|1578727|42500
1200794|Jio|42502|GPRS|0|79|0||42503
1717341|012|42504|GPRS|0|0|269||42504
1492378|Airtel|42503|SMS-MO|0|0|0|1920426|42500
1785911|Airtel|42503|MTC|273|0|0|1154907|42503
1303075|Cellcom|42500|MOC|141|0|0|1879664|42500
1596879|Jio|42502|MTC|137|0|0|1510269|42501
1832240|012|42504|GPRS|0|0|216||42503
1491158|012|42504|MTC|154|0|0|1633119|42502
1683998|Partner|42501|MTC|327|0|0|1404139|42504
1279761|Airtel|42503|SMS-MT|0|0|0|1219466|42504
1273833|Partner|42501|SMS-MO|0|0|0|1962801|42501
1151000|Partner|42501|SMS-MT|0|0|0|1468236|42504
1763451|Jio|42502|MOC|151|0|0|1903231|42504
1404347|Jio|42502|SMS-MT|0|0|0|1958076|42500
1580661|Airtel|42503|SMS-MO|0|0|0|1107931|42503
1624684|Partner|42501|MOC|158|0|0|1903115|42502
1858798|Cellcom|42500|MOC|346|0|0|1729303|42503
1322307|012|42504|SMS-MT|0|0|0|1041283|42503
1191481|Cellcom|42500|MOC|121|0|0|1812053|42500
1559247|012|42504|MTC|235|0|0|1088588|42501
1661741|Partner|42501|SMS-MT|0|0|0|1966769|42501
1504153|Partner|42501|MTC|235|0|0|1422901|42500
1427882|Jio|42502|SMS-MO|0|0|0|1054499|42501
1254314|Jio|42502|MTC|229|0|0|1595347|42502
1391933|Partner|42501|SMS-MT|0|0|0|1579674|42503
1821268|Airtel|42503|MTC|175|0|0|1051056|42501
1284235|012|42504|GPRS|0|268|0||42500
1695123|Airtel|42503|SMS-MO|0|0|0|1933654|42504
1647100|Jio|42502|MTC|148|0|0|1357369|42503
1358724|Jio|42502|SMS-MT|0|0|0|1710786|42500
1738170|Jio|42502|MTC|125|0|0|1800721|42504
1861943|Airtel|42503|GPRS|0|0|38||42503
1386701|Airtel|42503|GPRS|0|0|349||42503
1409923|Jio|42502|SMS-MO|0|0|0|1093764|42503
1917461|012|42504|SMS-MT|0|0|0|1335329|42504
1474614|Jio|42502|GPRS|0|0|269||42504
1732449|012|42504|MOC|140|0|0|1835580|42504
1115799|Airtel|42503|SMS-MO|0|0|0|1187894|42504
1858531|Jio|42502|MOC|64|0|0|1606335|42500
1722267|012|42504|SMS-MT|0|0|0|1426202|42503
1792071|Airtel|42503|GPRS|0|59|0||42504
1638583|Airtel|42503|SMS-MT|0|0|0|1474331|42503
1052471|Airtel|42503|GPRS|0|0|333||42504
1189215|Airtel|42503|SMS-MO|0|0|0|1904723|42500
1685266|Partner|42501|GPRS|0|160|0||42500
1696262|012|42504|SMS-MO|0|0|0|1775301|42502
1322158|Partner|42501|SMS-MT|0|0|0|1773456|42502
1398013|Cellcom|42500|GPRS|0|0|97||42503
1355256|012|42504|MTC|69|0|0|1201098|42500
1678910|Airtel|42503|SMS-MT|0|0|0|1598369|42500
1013941|Jio|42502|MOC|334|0|0|1094417|42501
1841456|Cellcom|42500|MOC|237|0|0|1974831|42501
1558371|Cellcom|42500|MOC|109|0|0|1466407|42502
1799743|Jio|42502|SMS-MO|0|0|0|1398943|42500
1825965|Jio|42502|GPRS|0|0|256||42503
1376527|Jio|42502|MOC|352|0|0|1187190|42501
1674560|Jio|42502|SMS-MO|0|0|0|1556803|42504
1473124|Cellcom|42500|GPRS|0|369|0||42502
1191330|012|42504|MOC|257|0|0|1870978|42501
1710926|012|42504|GPRS|0|0|305||42503
1960587|012|42504|SMS-MT|0|0|0|1709803|42504
1936659|Partner|42501|GPRS|0|0|137||42502
1259658|Jio|42502|SMS-MT|0|0|0|1548891|42503
1773104|Partner|42501|MTC|141|0|0|1837393|42500
1253820|Jio|42502|GPRS|0|40|0||42501
1076416|Partner|42501|MTC|165|0|0|1668554|42503
1079376|Partner|42501|MOC|352|0|0|1605791|42503
1950967|Partner|42501|GPRS|0|90|0||42503
1097636|Airtel|42503|SMS-MT|0|0|0|1163617|42504
1129475|Jio|42502|SMS-MT|0|0|0|1096985|42500
1710263|Partner|42501|SMS-MT|0|0|0|1757933|42500
1211689|Cellcom|42500|SMS-MO|0|0|0|1550809|42504
1904128|Partner|42501|MTC|299|0|0|1079494|42502
1217115|Partner|42501|MOC|320|0|0|1523212|42500
1282886|Airtel|42503|MTC|108|0|0|1783854|42502
1027050|012|42504|MOC|162|0|0|1823897|42504
1932793|Cellcom|42500|SMS-MO|0|0|0|1407566|42502
1122335|Partner|42501|GPRS|0|0|347||42502
1588671|Airtel|42503|MOC|128|0|0|1558133|42501
1813270|Cellcom|42500|MTC|213|0|0|1712410|42500
1847052|Cellcom|42500|MOC|231|0|0|1247142|42500
1186228|Cellcom|42500|MTC|276|0|0|1973824|42501
1658014|Airtel|42503|SMS-MO|0|0|0|1618953|42504
1699563|Partner|42501|MOC|134|0|0|1681410|42503
1140986|Cellcom|42500|MTC|270|0|0|1792388|42502
1134399|Airtel|42503|SMS-MT|0|0|0|1905021|42503
1325166|Jio|42502|MTC|351|0|0|1052883|42500
1703415|012|42504|MOC|321|0|0|1914870|42504
1340978|Jio|42502|MOC|190|0|0|1422107|42503
1408424|Jio|42502|SMS-MT|0|0|0|1386776|42501
1800284|Partner|42501|MOC|258|0|0|1826048|42502
1921126|Jio|42502|SMS-MO|0|0|0|1558782|42503
1726151|Cellcom|42500|MOC|108|0|0|1794665|42502
1165399|Partner|42501|SMS-MT|0|0|0|1415960|42504
1954091|Jio|42502|SMS-MO|0|0|0|1580805|42501
1393595|012|42504|GPRS|0|138|0||42501
1107158|Partner|42501|SMS-MO|0|0|0|1399219|42501
1113885|Cellcom|42500|SMS-MO|0|0|0|1907599|42501
1453582|Partner|42501|MOC|224|0|0|1920838|42503
1545261|Partner|42501|SMS-MT|0|0|0|1741396|42502
1436888|012|42504|GPRS|0|0|167||42503
1419748|Airtel|42503|SMS-MT|0|0|0|1621588|42504
1191024|012|42504|SMS-MT|0|0|0|1742367|42504
1353324|Partner|42501|SMS-MT|0|0|0|1953801|42501
1957685|Airtel|42503|SMS-MO|0|0|0|1457671|42504
1317293|012|42504|GPRS|0|24|0||42502
1747090|Jio|42502|MOC|92|0|0|1807632|42504
1509925|Partner|42501|SMS-MO|0|0|0|1144149|42504
1671522|012|42504|GPRS|0|0|360||42503
1928276|Airtel|42503|SMS-MT|0|0|0|1072379|42502
1975514|Airtel|42503|MTC|353|0|0|1894273|42504
1932537|Partner|42501|MOC|219|0|0|1649206|42502
1705963|Partner|42501|SMS-MT|0|0|0|1690415|42504
1047688|Cellcom|42500|MOC|222|0|0|1540276|42503
1885596|Cellcom|42500|MOC|279|0|0|1184821|42502
1681683|Cellcom|42500|GPRS|0|0|277||42503
1058645|Airtel|42503|GPRS|0|0|249||42500
1692554|012|42504|MOC|87|0|0|1712353|42501
1887887|012|42504|MTC|119|0|0|1323140|42503
1772692|Jio|42502|MTC|285|0|0|1224341|42502
1846429|Partner|42501|MTC|227|0|0|1751014|42500
1001020|Airtel|42503|SMS-MT|0|0|0|1496659|42504
1834535|Partner|42501|MOC|367|0|0|1861817|42501
1446332|Cellcom|42500|SMS-MO|0|0|0|1371190|42502
1690756|Airtel|42503|MOC|145|0|0|1598764|42504
1784316|Cellcom|42500|SMS-MO|0|0|0|1040600|42504
1627361|012|42504|MOC|78|0|0|1418160|42503
1937357|Airtel|42503|GPRS|0|41|0||42502
1298722|Partner|42501|MTC|106|0|0|1314182|42500
1404936|012|42504|SMS-MO|0|0|0|1299166|42504
1749454|Partner|42501|SMS-MO|0|0|0|1414708|42504
1882374|Partner|42501|MOC|332|0|0|1559566|42503
1372905|Partner|42501|MTC|119|0|0|1205641|42504
1600416|Jio|42502|MTC|269|0|0|1574812|42503
1565213|Cellcom|42500|MTC|167|0|0|1205986|42502
1433472|Airtel|42503|SMS-MT|0|0|0|1852560|42504
1134606|Cellcom|42500|SMS-MT|0|0|0|1490457|42503
1875856|012|42504|SMS-MO|0|0|0|1625857|42500
1347714|Cellcom|42500|MTC|345|0|0|1056494|42503
1280715|Airtel|42503|SMS-MO|0|0|0|1267676|42502
1834927|Airtel|42503|MTC|69|0|0|1480336|42504
1686916|Partner|42501|MOC|237|0|0|1442600|42503
1473641|Partner|42501|MOC|234|0|0|1034814|42501
1757310|012|42504|GPRS|0|0|247||42502
1850509|012|42504|MOC|327|0|0|1656552|42504
1373128|Airtel|42503|GPRS|0|0|187||42500
1281935|Partner|42501|GPRS|0|166|0||42500
1812438|Airtel|42503|SMS-MT|0|0|0|1142807|42500
1449329|Jio|42502|MOC|304|0|0|1726788|42504
1982791|012|42504|SMS-MT|0|0|0|1883642|42504
1686377|Airtel|42503|SMS-MO|0|0|0|1506545|42501
1937233|Cellcom|42500|MTC|331|0|0|1855707|42504
1499662|Airtel|42503|GPRS|0|36|0||42504
1141521|012|42504|MTC|337|0|0|1943449|42503
1231258|Partner|42501|MOC|172|0|0|1164764|42501
1104150|Airtel|42503|GPRS|0|0|308||42501
1450841|Cellcom|42500|SMS-MO|0|0|0|1557657|42504
1751017|012|42504|SMS-MT|0|0|0|1185425|42502
1685173|Airtel|42503|GPRS|0|368|0||42500
1844961|012|42504|MOC|81|0|0|1596484|42503
1327034|Partner|42501|SMS-MO|0|0|0|1364203|42503
1633198|Airtel|42503|SMS-MT|0|0|0|1581489|42501
1833952|Partner|42501|GPRS|0|0|355||42501
1806855|Partner|42501|MTC|203|0|0|1959831|42500
1443010|Airtel|42503|MOC|340|0|0|1060691|42503
1623620|Jio|42502|MTC|263|0|0|1269257|42503
1439113|Airtel|42503|MOC|342|0|0|1788965|42503
1191858|Cellcom|42500|MOC|214|0|0|1777006|42504
1090793|012|42504|MOC|250|0|0|1443627|42500
1287110|Airtel|42503|SMS-MT|0|0|0|1664739|42504
1386642|012|42504|MTC|132|0|0|1625888|42502
1812922|Airtel|42503|GPRS|0|249|0||42504
1850980|Airtel|42503|MOC|251|0|0|1206512|42503
1986732|Partner|42501|MTC|65|0|0|1865600|42503
1499146|Partner|42501|SMS-MT|0|0|0|1370076|42503
1247599|012|42504|MTC|68|0|0|1166727|42503
1224070|Jio|42502|SMS-MO|0|0|0|1429624|42501
1241740|Airtel|42503|SMS-MT|0|0|0|1690281|42503
1863121|Jio|42502|MTC|77|0|0|1996868|42504
1857684|Jio|42502|SMS-MO|0|0|0|1053366|42500
1837928|Partner|42501|MTC|273|0|0|1139189|42504
1207216|Partner|42501|SMS-MO|0|0|0|1821494|42503
1203349|012|42504|MTC|154|0|0|1558458|42500
1842090|Jio|42502|MOC|89|0|0|1396426|42501
1198523|Cellcom|42500|MOC|280|0|0|1338918|42500
1513963|012|42504|SMS-MO|0|0|0|1676696|42502
1976388|Jio|42502|SMS-MT|0|0|0|1067809|42504
1449060|Partner|42501|MOC|88|0|0|1459647|42502
1945139|012|42504|SMS-MT|0|0|0|1634156|42502
1779618|Jio|42502|MTC|221|0|0|1634778|42502
1631530|Airtel|42503|SMS-MT|0|0|0|1414060|42501
1474773|012|42504|MOC|197|0|0|1066422|42503
1952409|Airtel|42503|SMS-MO|0|0|0|1351339|42501
1919449|012|42504|MTC|315|0|0|1322430|42503
1928937|012|42504|MOC|349|0|0|1499138|42500
1169759|012|42504|SMS-MT|0|0|0|1609548|42503
1315304|Jio|42502|SMS-MO|0|0|0|1752869|42502
1485324|Partner|42501|GPRS|0|0|253||42503
1762699|Airtel|42503|GPRS|0|0|352||42504
1798743|012|42504|MOC|163|0|0|1982543|42504
1161449|Airtel|42503|SMS-MT|0|0|0|1240549|42501
1930197|Jio|42502|MOC|165|0|0|1367398|42502
1178932|012|42504|MOC|358|0|0|1247494|42503
1854491|Partner|42501|MOC|172|0|0|1286870|42504
1045867|Airtel|42503|SMS-MO|0|0|0|1632798|42501
1052776|Partner|42501|MTC|318|0|0|1922213|42500
1339322|Airtel|42503|MOC|225|0|0|1067755|42504
1065300|Cellcom|42500|GPRS|0|0|289||42504
1188150|Airtel|42503|MTC|293|0|0|1454081|42502
1140334|Cellcom|42500|MTC|197|0|0|1932234|42501
1581494|Airtel|42503|SMS-MO|0|0|0|1300397|42504
1564307|Cellcom|42500|MTC|217|0|0|1365134|42503
1417631|Cellcom|42500|MOC|303|0|0|1105034|42500
1359946|Cellcom|42500|SMS-MO|0|0|0|1452599|42503
1766052|Partner|42501|MOC|69|0|0|1796907|42504
1923313|012|42504|MTC|346|0|0|1188820|42502
1970977|Airtel|42503|MOC|108|0|0|1269237|42503
1818043|012|42504|SMS-MO|0|0|0|1080289|42503
1990499|Jio|42502|SMS-MT|0|0|0|1023673|42501
1946086|Cellcom|42500|SMS-MO|0|0|0|1094529|42501
1972598|Cellcom|42500|MTC|253|0|0|1910446|42504
1113469|Cellcom|42500|MOC|192|0|0|1828093|42504
1574817|Partner|42501|GPRS|0|387|0||42504
1921993|Airtel|42503|SMS-MT|0|0|0|1556141|42504
1553327|Cellcom|42500|GPRS|0|0|224||42501
1848201|Airtel|42503|MTC|239|0|0|1213483|42501
1018279|Cellcom|42500|MOC|100|0|0|1597343|42504
1794596|Airtel|42503|SMS-MO|0|0|0|1318992|42503
1872854|Cellcom|42500|MTC|281|0|0|1310676|42504
1644803|Partner|42501|GPRS|0|390|0||42504
1477693|Airtel|42503|SMS-MT|0|0|0|1424439|42502
1910046|Jio|42502|MTC|60|0|0|1970761|42500
1430057|Jio|42502|MOC|297|0|0|1027104|42504
1858529|Jio|42502|MTC|86|0|0|1434185|42500
1630783|Jio|42502|MTC|301|0|0|1998143|42504
1281012|012|42504|SMS-MT|0|0|0|1047687|42500
1815653|Cellcom|42500|MTC|77|0|0|1489985|42504
1701403|Partner|42501|SMS-MO|0|0|0|1729817|42502
1157862|Partner|42501|SMS-MT|0|0|0|1260024|42502
1374671|Airtel|42503|GPRS|0|363|0||42502
1393043|012|42504|GPRS|0|0|179||42500
1084236|Airtel|42503|SMS-MT|0|0|0|1421764|42502
1211945|Cellcom|42500|MOC|367|0|0|1721872|42501
1768688|Cellcom|42500|GPRS|0|119|0||42504
1060388|012|42504|SMS-MT|0|0|0|1070161|42502
1744462|Cellcom|42500|SMS-MO|0|0|0|1317937|42500
1905014|Cellcom|42500|GPRS|0|0|342||42502
1287849|Airtel|42503|MTC|373|0|0|1260198|42503
1312891|Jio|42502|SMS-MT|0|0|0|1688812|42502
1246904|Partner|42501|GPRS|0|56|0||42502
1467226|012|42504|MOC|258|0|0|1412556|42502
1138805|Jio|42502|SMS-MO|0|0|0|1767631|42501
1252511|Partner|42501|MTC|218|0|0|1705836|42503
1335206|Jio|42502|GPRS|0|335|0||42503
1223770|Partner|42501|GPRS|0|166|0||42502
1448928|Partner|42501|GPRS|0|0|289||42501
1586734|Airtel|42503|MTC|291|0|0|1419430|42501
1412089|Jio|42502|MOC|176|0|0|1050693|42501
1970782|012|42504|MTC|104|0|0|1974727|42504
1683951|012|42504|MTC|273|0|0|1231963|42504
1068562|Jio|42502|GPRS|0|0|74||42500
1136791|012|42504|GPRS|0|197|0||42503
1142958|Partner|42501|MOC|311|0|0|1615569|42502
1122022|Partner|42501|SMS-MO|0|0|0|1662072|42504
1258527|Cellcom|42500|MTC|337|0|0|1502226|42504
1990227|012|42504|MTC|203|0|0|1886971|42502
1133613|Cellcom|42500|SMS-MT|0|0|0|1227179|42501
1111998|Jio|42502|MOC|278|0|0|1766411|42500
1967874|Cellcom|42500|MTC|272|0|0|1393283|42500
1289507|Partner|42501|SMS-MO|0|0|0|1669092|42503
1628752|Airtel|42503|SMS-MT|0|0|0|1572452|42503
1894809|Jio|42502|GPRS|0|114|0||42501
1956310|Airtel|42503|SMS-MT|0|0|0|1754026|42503
1472721|Cellcom|42500|MTC|71|0|0|1483787|42500
1196253|Jio|42502|SMS-MT|0|0|0|1151359|42502
1665081|Cellcom|42500|GPRS|0|0|358||42501
1513855|Partner|42501|GPRS|0|0|218||42500
1690827|012|42504|GPRS|0|0|254||42502
1303276|Airtel|42503|GPRS|0|0|371||42502
1450713|Jio|42502|MTC|279|0|0|1464700|42500
1188303|Partner|42501|MTC|366|0|0|1383699|42503
1235215|Jio|42502|SMS-MT|0|0|0|1598202|42504
1474581|Jio|42502|MTC|82|0|0|1802579|42500
1733696|Jio|42502|MOC|211|0|0|1615028|42502
1432439|Cellcom|42500|SMS-MO|0|0|0|1400885|42503
1397060|012|42504|MOC|337|0|0|1757765|42502
1051461|012|42504|SMS-MO|0|0|0|1902543|42504
1959259|Airtel|42503|GPRS|0|0|310||42504
1116683|Partner|42501|SMS-MT|0|0|0|1921710|42502
1599315|Jio|42502|MTC|155|0|0|1689061|42500
1342035|Partner|42501|SMS-MO|0|0|0|1355650|42503
1233875|012|42504|MOC|164|0|0|1433684|42503
1256040|Jio|42502|GPRS|0|0|291||42500
1777372|Partner|42501|GPRS|0|0|94||42502
1715005|Cellcom|42500|GPRS|0|0|360||42503
1183508|012|42504|GPRS|0|61|0||42500
1528706|Jio|42502|GPRS|0|0|250||42504
1778450|Jio|42502|GPRS|0|119|0||42503
1111397|Partner|42501|MOC|130|0|0|1844248|42503
1302385|Cellcom|42500|SMS-MT|0|0|0|1997518|42504
1683001|Cellcom|42500|GPRS|0|0|87||42501
1743571|Cellcom|42500|MTC|230|0|0|1273495|42504
1646498|Airtel|42503|SMS-MT|0|0|0|1308598|42504
1637596|Cellcom|42500|MOC|61|0|0|1254593|42501
1680137|Cellcom|42500|MOC|325|0|0|1799756|42503
1658781|Jio|42502|GPRS|0|0|374||42501
1202117|Cellcom|42500|MTC|246|0|0|1822639|42502
1955283|Cellcom|42500|MOC|299|0|0|1937530|42500
1466830|Airtel|42503|MTC|85|0|0|1824435|42503
1407532|012|42504|GPRS|0|0|73||42504
1255521|Partner|42501|GPRS|0|267|0||42502
1061615|Airtel|42503|SMS-MO|0|0|0|1445440|42500
1745963|Airtel|42503|SMS-MO|0|0|0|1081069|42501
1479012|Partner|42501|SMS-MO|0|0|0|1624155|42500
1913451|Airtel|42503|MOC|130|0|0|1146935|42501
1138119|Jio|42502|MTC|66|0|0|1079029|42502
1348618|Cellcom|42500|SMS-MO|0|0|0|1134351|42502
1768246|Airtel|42503|SMS-MO|0|0|0|1488319|42500
1932769|Partner|42501|SMS-MO|0|0|0|1246734|42503
1557644|Jio|42502|MOC|279|0|0|1558643|42502
1933296|Jio|42502|SMS-MT|0|0|0|1646563|42500
1208248|Cellcom|42500|SMS-MT|0|0|0|1817511|42503
1595646|Partner|42501|GPRS|0|0|179||42501
1865168|Cellcom|42500|SMS-MO|0|0|0|1475993|42503
1356371|012|42504|SMS-MO|0|0|0|1857038|42500
1915274|Cellcom|42500|SMS-MT|0|0|0|1250243|42504
